25-03-11 16:32:04.660 [main] INFO  n.e.journalApp.JournalApplication - Starting JournalApplication using Java 22.0.1 on DESKTOP-5SMSKLT with PID 15028 (C:\Akash\IntelliJIdeaI\Projects\journalAppAugust\target\classes started by aryson in C:\Akash\IntelliJIdeaI\Projects\journalAppAugust) 
25-03-11 16:32:08.853 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.80] 
25-03-11 16:32:09.029 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext 
25-03-11 16:32:09.029 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 4139 ms 
25-03-11 16:32:09.441 [main] INFO  org.mongodb.driver.client - MongoClient with metadata {"driver": {"name": "mongo-java-driver|sync|spring-boot", "version": "4.6.1"}, "os": {"type": "Windows", "name": "Windows 10", "architecture": "amd64", "version": "10.0"}, "platform": "Java/Oracle Corporation/22.0.1+8-16", "application": {"name": "Aryson"}} created with settings MongoClientSettings{readPreference=primary, writeConcern=WriteConcern{w=majority, wTimeout=null ms, journal=null}, retryWrites=true, retryReads=true, readConcern=ReadConcern{level=null}, credential=MongoCredential{mechanism=null, userName='akashsahublue', source='admin', password=<hidden>, mechanismProperties=<hidden>}, streamFactoryFactory=null, commandListeners=[], codecRegistry=ProvidersCodecRegistry{codecProviders=[ValueCodecProvider{}, BsonValueCodecProvider{}, DBRefCodecProvider{}, DBObjectCodecProvider{}, DocumentCodecProvider{}, IterableCodecProvider{}, MapCodecProvider{}, GeoJsonCodecProvider{}, GridFSFileCodecProvider{}, Jsr310CodecProvider{}, JsonObjectCodecProvider{}, BsonCodecProvider{}, EnumCodecProvider{}, com.mongodb.Jep395RecordCodecProvider@6af65f29]}, clusterSettings={hosts=[127.0.0.1:27017], srvHost=aryson.gn3ed.mongodb.net, srvServiceName=mongodb, mode=MULTIPLE, requiredClusterType=REPLICA_SET, requiredReplicaSetName='atlas-scm7ng-shard-0', serverSelector='null', clusterListeners='[]', serverSelectionTimeout='30000 ms', localThreshold='30000 ms'}, socketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=0, receiveBufferSize=0, sendBufferSize=0}, heartbeatSocketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=10000, receiveBufferSize=0, sendBufferSize=0}, connectionPoolSettings=ConnectionPoolSettings{maxSize=100, minSize=0, maxWaitTimeMS=120000, maxConnectionLifeTimeMS=0, maxConnectionIdleTimeMS=0, maintenanceInitialDelayMS=0, maintenanceFrequencyMS=60000, connectionPoolListeners=[], maxConnecting=2}, serverSettings=ServerSettings{heartbeatFrequencyMS=10000, minHeartbeatFrequencyMS=500, serverListeners='[]', serverMonitorListeners='[]'}, sslSettings=SslSettings{enabled=true, invalidHostNameAllowed=false, context=null}, applicationName='Aryson', compressorList=[], uuidRepresentation=JAVA_LEGACY, serverApi=null, autoEncryptionSettings=null, contextProvider=null} 
25-03-11 16:32:09.442 [cluster-ClusterId{value='67d01831a7fde03645b90ece', description='null'}-srv-aryson.gn3ed.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server aryson-shard-00-01.gn3ed.mongodb.net:27017 to client view of cluster 
25-03-11 16:32:09.540 [cluster-ClusterId{value='67d01831a7fde03645b90ece', description='null'}-srv-aryson.gn3ed.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server aryson-shard-00-00.gn3ed.mongodb.net:27017 to client view of cluster 
25-03-11 16:32:09.543 [cluster-ClusterId{value='67d01831a7fde03645b90ece', description='null'}-srv-aryson.gn3ed.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server aryson-shard-00-02.gn3ed.mongodb.net:27017 to client view of cluster 
25-03-11 16:32:10.548 [main] INFO  org.mongodb.driver.cluster - No server chosen by com.mongodb.client.internal.MongoClientDelegate$1@4628a02b from cluster description ClusterDescription{type=REPLICA_SET, connectionMode=MULTIPLE, serverDescriptions=[ServerDescription{address=aryson-shard-00-01.gn3ed.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}, ServerDescription{address=aryson-shard-00-02.gn3ed.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}, ServerDescription{address=aryson-shard-00-00.gn3ed.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}]}. Waiting for 30000 ms before timing out 
25-03-11 16:32:10.611 [cluster-ClusterId{value='67d01831a7fde03645b90ece', description='null'}-aryson-shard-00-02.gn3ed.mongodb.net:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:1, serverValue:130604}] to aryson-shard-00-02.gn3ed.mongodb.net:27017 
25-03-11 16:32:10.612 [cluster-ClusterId{value='67d01831a7fde03645b90ece', description='null'}-aryson-shard-00-02.gn3ed.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=aryson-shard-00-02.gn3ed.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=598618400, setName='atlas-scm7ng-shard-0', canonicalAddress=aryson-shard-00-02.gn3ed.mongodb.net:27017, hosts=[aryson-shard-00-01.gn3ed.mongodb.net:27017, aryson-shard-00-00.gn3ed.mongodb.net:27017, aryson-shard-00-02.gn3ed.mongodb.net:27017], passives=[], arbiters=[], primary='aryson-shard-00-01.gn3ed.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az2'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=1, topologyVersion=TopologyVersion{processId=67cac652aa410d7769098957, counter=3}, lastWriteDate=Tue Mar 11 16:32:04 IST 2025, lastUpdateTimeNanos=24156000815900} 
25-03-11 16:32:10.613 [cluster-rtt-ClusterId{value='67d01831a7fde03645b90ece', description='null'}-aryson-shard-00-02.gn3ed.mongodb.net:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:3, serverValue:130604}] to aryson-shard-00-02.gn3ed.mongodb.net:27017 
25-03-11 16:32:10.613 [cluster-rtt-ClusterId{value='67d01831a7fde03645b90ece', description='null'}-aryson-shard-00-00.gn3ed.mongodb.net:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:5, serverValue:131513}] to aryson-shard-00-00.gn3ed.mongodb.net:27017 
25-03-11 16:32:10.613 [cluster-rtt-ClusterId{value='67d01831a7fde03645b90ece', description='null'}-aryson-shard-00-01.gn3ed.mongodb.net:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:4, serverValue:140695}] to aryson-shard-00-01.gn3ed.mongodb.net:27017 
25-03-11 16:32:10.613 [cluster-ClusterId{value='67d01831a7fde03645b90ece', description='null'}-aryson-shard-00-00.gn3ed.mongodb.net:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:2, serverValue:131513}] to aryson-shard-00-00.gn3ed.mongodb.net:27017 
25-03-11 16:32:10.614 [cluster-ClusterId{value='67d01831a7fde03645b90ece', description='null'}-aryson-shard-00-00.gn3ed.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=aryson-shard-00-00.gn3ed.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=599843700, setName='atlas-scm7ng-shard-0', canonicalAddress=aryson-shard-00-00.gn3ed.mongodb.net:27017, hosts=[aryson-shard-00-01.gn3ed.mongodb.net:27017, aryson-shard-00-00.gn3ed.mongodb.net:27017, aryson-shard-00-02.gn3ed.mongodb.net:27017], passives=[], arbiters=[], primary='aryson-shard-00-01.gn3ed.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az1'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=1, topologyVersion=TopologyVersion{processId=67cac435c3ec2203cc77e013, counter=4}, lastWriteDate=Tue Mar 11 16:32:04 IST 2025, lastUpdateTimeNanos=24156002037200} 
25-03-11 16:32:10.613 [cluster-ClusterId{value='67d01831a7fde03645b90ece', description='null'}-aryson-shard-00-01.gn3ed.mongodb.net:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:6, serverValue:140695}] to aryson-shard-00-01.gn3ed.mongodb.net:27017 
25-03-11 16:32:10.614 [cluster-ClusterId{value='67d01831a7fde03645b90ece', description='null'}-aryson-shard-00-01.gn3ed.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=aryson-shard-00-01.gn3ed.mongodb.net:27017, type=REPLICA_SET_PRIMARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=597605100, setName='atlas-scm7ng-shard-0', canonicalAddress=aryson-shard-00-01.gn3ed.mongodb.net:27017, hosts=[aryson-shard-00-01.gn3ed.mongodb.net:27017, aryson-shard-00-00.gn3ed.mongodb.net:27017, aryson-shard-00-02.gn3ed.mongodb.net:27017], passives=[], arbiters=[], primary='aryson-shard-00-01.gn3ed.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az3'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=7fffffff0000000000000006, setVersion=1, topologyVersion=TopologyVersion{processId=67cac54383bb0db11d723c22, counter=6}, lastWriteDate=Tue Mar 11 16:32:04 IST 2025, lastUpdateTimeNanos=24156002171100} 
25-03-11 16:32:10.619 [cluster-ClusterId{value='67d01831a7fde03645b90ece', description='null'}-aryson-shard-00-01.gn3ed.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Setting max election id to 7fffffff0000000000000006 from replica set primary aryson-shard-00-01.gn3ed.mongodb.net:27017 
25-03-11 16:32:10.619 [cluster-ClusterId{value='67d01831a7fde03645b90ece', description='null'}-aryson-shard-00-01.gn3ed.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Setting max set version to 1 from replica set primary aryson-shard-00-01.gn3ed.mongodb.net:27017 
25-03-11 16:32:10.620 [cluster-ClusterId{value='67d01831a7fde03645b90ece', description='null'}-aryson-shard-00-01.gn3ed.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary aryson-shard-00-01.gn3ed.mongodb.net:27017 
25-03-11 16:32:10.981 [main] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:7, serverValue:140702}] to aryson-shard-00-01.gn3ed.mongodb.net:27017 
25-03-11 16:32:12.807 [main] INFO  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation is not supported on static fields: private static java.lang.String net.engineeringdigest.journalApp.Service.WeatherService.apiKey 
25-03-11 16:32:14.738 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@2ac9e53c, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@4ac7856f, org.springframework.security.web.context.SecurityContextPersistenceFilter@5c5f12e, org.springframework.security.web.header.HeaderWriterFilter@74bfdd66, org.springframework.security.web.authentication.logout.LogoutFilter@3291d9c2, net.engineeringdigest.journalApp.filter.JwtFilter@51f01535, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@68f69ca3, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@f01fc6d, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@432f4626, org.springframework.security.web.session.SessionManagementFilter@1dd76982, org.springframework.security.web.access.ExceptionTranslationFilter@7747cc1b, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@7bb25046] 
25-03-11 16:32:16.750 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"] 
25-03-11 16:32:16.799 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path '' 
25-03-11 16:32:16.862 [main] INFO  n.e.journalApp.JournalApplication - Started JournalApplication in 13.305 seconds (JVM running for 14.602) 
